instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0
5903,2011-09-08,3,0,9,11,0,4,1,2,0.64,0.5606,0.94,0.2239,16,82,98,184.46875
5904,2011-09-08,3,0,9,12,0,4,1,2,0.66,0.5909,0.94,0.2239,17,85,102,184.5
5905,2011-09-08,3,0,9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,14,112,126,184.53125
5906,2011-09-08,3,0,9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,15,105,120,184.5625
5907,2011-09-08,3,0,9,15,0,4,1,3,0.66,0.5909,0.89,0.2985,24,115,139,184.59375
5908,2011-09-08,3,0,9,16,0,4,1,3,0.64,0.5606,0.94,0.2836,5,151,156,184.625
5909,2011-09-08,3,0,9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,11,102,113,184.65625
5910,2011-09-08,3,0,9,18,0,4,1,3,0.64,0.5606,0.94,0.3582,2,66,68,184.6875
5911,2011-09-08,3,0,9,19,0,4,1,3,0.62,0.5152,1,0.3284,1,51,52,184.71875
5912,2011-09-08,3,0,9,20,0,4,1,2,0.62,0.5455,0.94,0.1642,6,83,89,184.75
5913,2011-09-08,3,0,9,21,0,4,1,3,0.64,0.5606,0.94,0.1045,6,76,82,184.78125
5914,2011-09-08,3,0,9,22,0,4,1,3,0.62,0.5152,1,0.0896,5,65,70,184.8125
5915,2011-09-08,3,0,9,23,0,4,1,3,0.62,0.5152,1,0.0896,0,26,26,184.84375
5916,2011-09-09,3,0,9,0,0,5,1,3,0.64,0.5606,0.94,0.194,1,15,16,184.875
5917,2011-09-09,3,0,9,1,0,5,1,2,0.62,0.5152,1,0.1642,0,8,8,184.90625
5918,2011-09-09,3,0,9,2,0,5,1,2,0.62,0.5152,1,0.2537,1,7,8,184.9375
5919,2011-09-09,3,0,9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,1,1,2,184.96875
5920,2011-09-09,3,0,9,4,0,5,1,3,0.62,0.5455,0.94,0.1642,0,3,3,185.0
5921,2011-09-09,3,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.1343,0,14,14,185.03125
5922,2011-09-09,3,0,9,6,0,5,1,2,0.62,0.5152,1,0.1343,3,54,57,185.0625
5923,2011-09-09,3,0,9,7,0,5,1,3,0.62,0.5152,1,0.2537,4,104,108,185.09375
5924,2011-09-09,3,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1642,12,276,288,185.125
5925,2011-09-09,3,0,9,9,0,5,1,3,0.62,0.5455,0.94,0.1642,5,131,136,185.15625
5926,2011-09-09,3,0,9,10,0,5,1,2,0.62,0.5152,1,0,2,27,29,185.1875
5927,2011-09-09,3,0,9,11,0,5,1,2,0.62,0.5455,0.94,0,6,66,72,185.21875
5928,2011-09-09,3,0,9,12,0,5,1,1,0.64,0.5606,0.94,0,4,71,75,185.25
5929,2011-09-09,3,0,9,13,0,5,1,1,0.7,0.6667,0.79,0.0896,14,108,122,185.28125
5930,2011-09-09,3,0,9,14,0,5,1,1,0.72,0.697,0.74,0.0896,29,119,148,185.3125
5931,2011-09-09,3,0,9,15,0,5,1,1,0.74,0.697,0.66,0,27,161,188,185.34375
5932,2011-09-09,3,0,9,16,0,5,1,1,0.74,0.697,0.66,0.1343,41,244,285,185.375
5933,2011-09-09,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,54,451,505,185.40625
5934,2011-09-09,3,0,9,18,0,5,1,1,0.7,0.6667,0.79,0.194,33,377,410,185.4375
5935,2011-09-09,3,0,9,19,0,5,1,1,0.66,0.5909,0.89,0.1642,33,316,349,185.46875
5936,2011-09-09,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210,185.5
5937,2011-09-09,3,0,9,21,0,5,1,1,0.66,0.5909,0.89,0,49,154,203,185.53125
5938,2011-09-09,3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0,33,127,160,185.5625
5939,2011-09-09,3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,35,113,148,185.59375
5940,2011-09-10,3,0,9,0,0,6,0,1,0.62,0.5455,0.94,0,32,84,116,185.625
5941,2011-09-10,3,0,9,1,0,6,0,2,0.62,0.5455,0.94,0,16,67,83,185.65625
5942,2011-09-10,3,0,9,2,0,6,0,2,0.6,0.5,0.97,0.1045,18,46,64,185.6875
5943,2011-09-10,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,8,29,37,185.71875
5944,2011-09-10,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,3,4,7,185.75
5945,2011-09-10,3,0,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,2,6,8,185.78125
5946,2011-09-10,3,0,9,6,0,6,0,1,0.58,0.5455,0.94,0.1642,0,6,6,185.8125
5947,2011-09-10,3,0,9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,9,43,52,185.84375
5948,2011-09-10,3,0,9,8,0,6,0,1,0.62,0.5758,0.83,0.1642,16,103,119,185.875
5949,2011-09-10,3,0,9,9,0,6,0,1,0.64,0.5909,0.78,0.2985,39,168,207,185.90625
5950,2011-09-10,3,0,9,10,0,6,0,1,0.7,0.6515,0.65,0.2537,85,233,318,185.9375
5951,2011-09-10,3,0,9,11,0,6,0,1,0.72,0.6818,0.62,0.2537,108,252,360,185.96875
5952,2011-09-10,3,0,9,12,0,6,0,1,0.72,0.6818,0.62,0.2239,144,260,404,186.0
5953,2011-09-10,3,0,9,13,0,6,0,1,0.74,0.6818,0.55,0.2836,131,239,370,186.03125
5954,2011-09-10,3,0,9,14,0,6,0,1,0.74,0.6818,0.55,0.2836,129,230,359,186.0625
5955,2011-09-10,3,0,9,15,0,6,0,1,0.74,0.6818,0.55,0.2239,217,263,480,186.09375
5956,2011-09-10,3,0,9,16,0,6,0,1,0.74,0.6818,0.55,0.194,170,261,431,186.125
5957,2011-09-10,3,0,9,17,0,6,0,1,0.74,0.6818,0.55,0.2239,185,275,460,186.15625
5958,2011-09-10,3,0,9,18,0,6,0,1,0.72,0.6667,0.58,0.194,119,241,360,186.1875
5959,2011-09-10,3,0,9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,101,214,315,186.21875
5960,2011-09-10,3,0,9,20,0,6,0,1,0.66,0.6212,0.69,0.1045,78,167,245,186.25
5961,2011-09-10,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,59,171,230,186.28125
5962,2011-09-10,3,0,9,22,0,6,0,1,0.64,0.5909,0.78,0,49,126,175,186.3125
5963,2011-09-10,3,0,9,23,0,6,0,2,0.62,0.5606,0.88,0,32,107,139,186.34375
5964,2011-09-11,3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0,29,79,108,186.375
5965,2011-09-11,3,0,9,1,0,0,0,2,0.62,0.5606,0.88,0,22,66,88,186.40625
5966,2011-09-11,3,0,9,2,0,0,0,2,0.62,0.5909,0.78,0.194,16,60,76,186.4375
5967,2011-09-11,3,0,9,3,0,0,0,2,0.62,0.5909,0.78,0.0896,15,30,45,186.46875
5968,2011-09-11,3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,3,6,9,186.5
5969,2011-09-11,3,0,9,5,0,0,0,1,0.6,0.5606,0.83,0.1343,15,24,39,186.53125
5970,2011-09-11,3,0,9,6,0,0,0,1,0.58,0.5455,0.88,0.1045,4,16,20,186.5625
5971,2011-09-11,3,0,9,7,0,0,0,1,0.6,0.5455,0.88,0,9,28,37,186.59375
5972,2011-09-11,3,0,9,8,0,0,0,1,0.64,0.5909,0.78,0,25,69,94,186.625
5973,2011-09-11,3,0,9,9,0,0,0,1,0.66,0.6212,0.74,0,59,168,227,186.65625
5974,2011-09-11,3,0,9,10,0,0,0,1,0.7,0.6515,0.65,0,120,214,334,186.6875
5975,2011-09-11,3,0,9,11,0,0,0,1,0.7,0.6515,0.65,0,144,258,402,186.71875
5976,2011-09-11,3,0,9,12,0,0,0,1,0.7,0.6515,0.65,0,113,298,411,186.75
5977,2011-09-11,3,0,9,13,0,0,0,1,0.74,0.6818,0.58,0.1045,119,231,350,186.78125
5978,2011-09-11,3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,120,222,342,186.8125
5979,2011-09-11,3,0,9,15,0,0,0,1,0.74,0.6667,0.51,0.2985,134,270,404,186.84375
5980,2011-09-11,3,0,9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,180,303,483,186.875
5981,2011-09-11,3,0,9,17,0,0,0,1,0.72,0.6667,0.51,0.1343,152,228,380,186.90625
5982,2011-09-11,3,0,9,18,0,0,0,1,0.68,0.6364,0.65,0.2985,110,229,339,186.9375
5983,2011-09-11,3,0,9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,101,232,333,186.96875
5984,2011-09-11,3,0,9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,65,161,226,187.0
5985,2011-09-11,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0,45,114,159,187.03125
5986,2011-09-11,3,0,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,21,74,95,187.0625
5987,2011-09-11,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,12,33,45,187.09375
5988,2011-09-12,3,0,9,0,0,1,1,1,0.56,0.5303,0.88,0.0896,5,11,16,187.125
5989,2011-09-12,3,0,9,1,0,1,1,1,0.56,0.5303,0.88,0,1,11,12,187.15625
5990,2011-09-12,3,0,9,2,0,1,1,1,0.56,0.5303,0.88,0,2,0,2,187.1875
5991,2011-09-12,3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,0,4,4,187.21875
5992,2011-09-12,3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0,1,23,24,187.25
5993,2011-09-12,3,0,9,6,0,1,1,1,0.56,0.5303,0.83,0,1,108,109,187.28125
5994,2011-09-12,3,0,9,7,0,1,1,1,0.58,0.5455,0.83,0,12,300,312,187.3125
5995,2011-09-12,3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,26,382,408,187.34375
5996,2011-09-12,3,0,9,9,0,1,1,1,0.64,0.6061,0.69,0,21,155,176,187.375
5997,2011-09-12,3,0,9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,40,89,129,187.40625
5998,2011-09-12,3,0,9,11,0,1,1,1,0.7,0.6515,0.58,0.194,34,131,165,187.4375
5999,2011-09-12,3,0,9,12,0,1,1,1,0.72,0.6667,0.51,0.194,37,147,184,187.46875
6000,2011-09-12,3,0,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,43,120,163,187.5
6001,2011-09-12,3,0,9,14,0,1,1,1,0.74,0.6667,0.51,0.1642,60,129,189,187.53125
6002,2011-09-12,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212,187.5625
6003,2011-09-12,3,0,9,16,0,1,1,1,0.72,0.6667,0.48,0,60,238,298,187.59375
6004,2011-09-12,3,0,9,17,0,1,1,1,0.72,0.6667,0.51,0.1642,75,515,590,187.625
6005,2011-09-12,3,0,9,18,0,1,1,1,0.7,0.6515,0.54,0.194,56,515,571,187.65625
6006,2011-09-12,3,0,9,19,0,1,1,1,0.68,0.6364,0.57,0.1343,63,373,436,187.6875
6007,2011-09-12,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0,41,258,299,187.71875
6008,2011-09-12,3,0,9,21,0,1,1,1,0.64,0.6061,0.73,0.0896,29,166,195,187.75
6009,2011-09-12,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,16,134,150,187.78125
6010,2011-09-12,3,0,9,23,0,1,1,1,0.62,0.5758,0.83,0.1045,7,62,69,187.8125
6011,2011-09-13,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045,7,19,26,187.84375
6012,2011-09-13,3,0,9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,4,6,10,187.875
6013,2011-09-13,3,0,9,2,0,2,1,1,0.6,0.5758,0.78,0,2,0,2,187.90625
6014,2011-09-13,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0,2,2,4,187.9375
6015,2011-09-13,3,0,9,4,0,2,1,1,0.56,0.5303,0.88,0,2,6,8,187.96875
6016,2011-09-13,3,0,9,5,0,2,1,1,0.56,0.5303,0.88,0,1,19,20,188.0
6017,2011-09-13,3,0,9,6,0,2,1,1,0.56,0.5303,0.88,0.1045,6,116,122,188.03125
6018,2011-09-13,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,14,348,362,188.0625
6019,2011-09-13,3,0,9,8,0,2,1,1,0.6,0.5606,0.81,0.1045,26,399,425,188.09375
6020,2011-09-13,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214,188.125
6021,2011-09-13,3,0,9,10,0,2,1,1,0.68,0.6364,0.69,0.1343,42,93,135,188.15625
6022,2011-09-13,3,0,9,11,0,2,1,1,0.7,0.6515,0.61,0.1642,33,120,153,188.1875
6023,2011-09-13,3,0,9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,43,144,187,188.21875
6024,2011-09-13,3,0,9,13,0,2,1,1,0.74,0.6667,0.51,0.2836,48,136,184,188.25
6025,2011-09-13,3,0,9,14,0,2,1,1,0.74,0.6667,0.51,0.3284,51,139,190,188.28125
6026,2011-09-13,3,0,9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,35,145,180,188.3125
6027,2011-09-13,3,0,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,41,251,292,188.34375
6028,2011-09-13,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,72,507,579,188.375
6029,2011-09-13,3,0,9,18,0,2,1,1,0.7,0.6515,0.61,0.1642,67,472,539,188.40625
6030,2011-09-13,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396,188.4375
6031,2011-09-13,3,0,9,20,0,2,1,1,0.66,0.6212,0.74,0.194,31,241,272,188.46875
6032,2011-09-13,3,0,9,21,0,2,1,1,0.64,0.5909,0.78,0.1642,45,200,245,188.5
6033,2011-09-13,3,0,9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,24,120,144,188.53125
6034,2011-09-13,3,0,9,23,0,2,1,1,0.64,0.5909,0.78,0.1045,15,59,74,188.5625
6035,2011-09-14,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33,188.59375
6036,2011-09-14,3,0,9,1,0,3,1,1,0.62,0.5909,0.78,0.0896,1,7,8,188.625
6037,2011-09-14,3,0,9,2,0,3,1,1,0.6,0.5606,0.83,0,1,4,5,188.65625
6038,2011-09-14,3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,1,7,8,188.6875
6039,2011-09-14,3,0,9,4,0,3,1,1,0.6,0.5606,0.83,0.0896,1,8,9,188.71875
6040,2011-09-14,3,0,9,5,0,3,1,1,0.58,0.5455,0.88,0.1045,1,30,31,188.75
6041,2011-09-14,3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,7,138,145,188.78125
6042,2011-09-14,3,0,9,7,0,3,1,1,0.6,0.5606,0.83,0.1045,20,350,370,188.8125
6043,2011-09-14,3,0,9,8,0,3,1,1,0.62,0.5758,0.83,0.1642,33,396,429,188.84375
6044,2011-09-14,3,0,9,9,0,3,1,1,0.64,0.5909,0.78,0.1642,19,183,202,188.875
6045,2011-09-14,3,0,9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,27,115,142,188.90625
6046,2011-09-14,3,0,9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,43,121,164,188.9375
6047,2011-09-14,3,0,9,12,0,3,1,1,0.74,0.6818,0.58,0.2239,56,156,212,188.96875
6048,2011-09-14,3,0,9,13,0,3,1,1,0.76,0.697,0.55,0.2537,39,139,178,189.0
6049,2011-09-14,3,0,9,14,0,3,1,1,0.78,0.7121,0.52,0.2239,19,105,124,189.03125
6050,2011-09-14,3,0,9,15,0,3,1,1,0.78,0.7121,0.49,0.2537,30,146,176,189.0625
6051,2011-09-14,3,0,9,16,0,3,1,1,0.76,0.697,0.52,0.2836,36,241,277,189.09375
6052,2011-09-14,3,0,9,17,0,3,1,1,0.76,0.697,0.52,0.2836,87,512,599,189.125
6053,2011-09-14,3,0,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,83,503,586,189.15625
6054,2011-09-14,3,0,9,19,0,3,1,2,0.7,0.6515,0.7,0.1045,44,337,381,189.1875
6055,2011-09-14,3,0,9,20,0,3,1,2,0.72,0.6667,0.58,0.4179,40,221,261,189.21875
6056,2011-09-14,3,0,9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,24,189,213,189.25
6057,2011-09-14,3,0,9,22,0,3,1,2,0.66,0.6212,0.65,0.1343,20,140,160,189.28125
6058,2011-09-14,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72,189.3125
6059,2011-09-15,3,0,9,0,0,4,1,1,0.64,0.6061,0.69,0.1343,3,34,37,189.34375
6060,2011-09-15,3,0,9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,0,20,20,189.375
6061,2011-09-15,3,0,9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,0,5,5,189.40625
6062,2011-09-15,3,0,9,3,0,4,1,1,0.62,0.5909,0.73,0.0896,3,5,8,189.4375
6063,2011-09-15,3,0,9,4,0,4,1,1,0.6,0.5758,0.78,0.1045,2,5,7,189.46875
6064,2011-09-15,3,0,9,5,0,4,1,1,0.6,0.5758,0.78,0,1,30,31,189.5
6065,2011-09-15,3,0,9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,5,119,124,189.53125
6066,2011-09-15,3,0,9,7,0,4,1,2,0.62,0.5909,0.78,0.194,17,321,338,189.5625
6067,2011-09-15,3,0,9,8,0,4,1,1,0.64,0.6061,0.73,0.1343,27,364,391,189.59375
6068,2011-09-15,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,23,186,209,189.625
6069,2011-09-15,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,25,96,121,189.65625
6070,2011-09-15,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,39,120,159,189.6875
6071,2011-09-15,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,31,148,179,189.71875
6072,2011-09-15,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189,189.75
6073,2011-09-15,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170,189.78125
6074,2011-09-15,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,25,110,135,189.8125
6075,2011-09-15,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222,189.84375
6076,2011-09-15,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261,189.875
6077,2011-09-15,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,22,222,244,189.90625
6078,2011-09-15,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,20,212,232,189.9375
6079,2011-09-15,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,25,223,248,189.96875
6080,2011-09-15,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,145,190.0
6081,2011-09-15,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115,190.03125
6082,2011-09-15,3,0,9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,8,61,69,190.0625
6083,2011-09-16,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,5,43,48,190.09375
6084,2011-09-16,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.194,7,19,26,190.125
6085,2011-09-16,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,3,7,10,190.15625
6086,2011-09-16,3,0,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,2,4,6,190.1875
6087,2011-09-16,3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,1,3,4,190.21875
6088,2011-09-16,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,2,30,32,190.25
6089,2011-09-16,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,6,87,93,190.28125
6090,2011-09-16,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,16,283,299,190.3125
6091,2011-09-16,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,23,386,409,190.34375
6092,2011-09-16,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,21,189,210,190.375
6093,2011-09-16,3,0,9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,36,104,140,190.40625
6094,2011-09-16,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,40,139,179,190.4375
6095,2011-09-16,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0,39,212,251,190.46875
6096,2011-09-16,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,55,168,223,190.5
6097,2011-09-16,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,49,176,225,190.53125
6098,2011-09-16,3,0,9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,38,165,203,190.5625
6099,2011-09-16,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,67,291,358,190.59375
6100,2011-09-16,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,86,480,566,190.625
6101,2011-09-16,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,55,427,482,190.65625
6102,2011-09-16,3,0,9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,59,256,315,190.6875
6103,2011-09-16,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,41,184,225,190.71875
6104,2011-09-16,3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,39,124,163,190.75
6105,2011-09-16,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167,190.78125
6106,2011-09-16,3,0,9,23,0,5,1,1,0.5,0.4848,0.59,0,20,106,126,190.8125
6107,2011-09-17,3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,28,80,108,190.84375
6108,2011-09-17,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,28,52,80,190.875
6109,2011-09-17,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,18,61,79,190.90625
6110,2011-09-17,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,7,21,28,190.9375
6111,2011-09-17,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,1,4,5,190.96875
6112,2011-09-17,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,2,3,5,191.0
6113,2011-09-17,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,5,17,22,191.03125
6114,2011-09-17,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194,4,33,37,191.0625
6115,2011-09-17,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,27,81,108,191.09375
6116,2011-09-17,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,32,145,177,191.125
6117,2011-09-17,3,0,9,10,0,6,0,2,0.5,0.4848,0.68,0.2836,72,177,249,191.15625
6118,2011-09-17,3,0,9,11,0,6,0,2,0.52,0.5,0.68,0.2239,119,248,367,191.1875
6119,2011-09-17,3,0,9,12,0,6,0,2,0.52,0.5,0.67,0.2239,115,257,372,191.21875
6120,2011-09-17,3,0,9,13,0,6,0,2,0.52,0.5,0.68,0.194,124,225,349,191.25
6121,2011-09-17,3,0,9,14,0,6,0,2,0.52,0.5,0.72,0.194,123,174,297,191.28125
6122,2011-09-17,3,0,9,15,0,6,0,2,0.52,0.5,0.72,0.194,148,206,354,191.3125
6123,2011-09-17,3,0,9,16,0,6,0,1,0.54,0.5152,0.68,0.2537,116,189,305,191.34375
6124,2011-09-17,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,141,218,359,191.375
6125,2011-09-17,3,0,9,18,0,6,0,2,0.52,0.5,0.72,0.2239,95,234,329,191.40625
6126,2011-09-17,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,70,186,256,191.4375
6127,2011-09-17,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343,43,133,176,191.46875
6128,2011-09-17,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,49,121,170,191.5
6129,2011-09-17,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,31,112,143,191.53125
6130,2011-09-17,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,36,100,136,191.5625
6131,2011-09-18,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,24,88,112,191.59375
6132,2011-09-18,3,0,9,1,0,0,0,1,0.46,0.4545,0.77,0.2239,13,66,79,191.625
6133,2011-09-18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,21,68,89,191.65625
6134,2011-09-18,3,0,9,3,0,0,0,1,0.44,0.4394,0.82,0.194,11,25,36,191.6875
6135,2011-09-18,3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,1,0,1,191.71875
6136,2011-09-18,3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239,1,5,6,191.75
6137,2011-09-18,3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,2,10,12,191.78125
6138,2011-09-18,3,0,9,7,0,0,0,1,0.46,0.4545,0.72,0.2239,15,29,44,191.8125
6139,2011-09-18,3,0,9,8,0,0,0,1,0.46,0.4545,0.72,0.2537,16,53,69,191.84375
6140,2011-09-18,3,0,9,9,0,0,0,1,0.48,0.4697,0.67,0.2537,46,94,140,191.875
6141,2011-09-18,3,0,9,10,0,0,0,1,0.5,0.4848,0.72,0.1642,82,178,260,191.90625
6142,2011-09-18,3,0,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,116,201,317,191.9375
6143,2011-09-18,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,135,229,364,191.96875
6144,2011-09-18,3,0,9,13,0,0,0,1,0.56,0.5303,0.6,0.1343,162,214,376,192.0
6145,2011-09-18,3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,127,184,311,192.03125
6146,2011-09-18,3,0,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,132,233,365,192.0625
6147,2011-09-18,3,0,9,16,0,0,0,2,0.56,0.5303,0.64,0.1642,134,235,369,192.09375
6148,2011-09-18,3,0,9,17,0,0,0,2,0.56,0.5303,0.64,0.194,95,230,325,192.125
6149,2011-09-18,3,0,9,18,0,0,0,2,0.56,0.5303,0.6,0.1045,66,223,289,192.15625
6150,2011-09-18,3,0,9,19,0,0,0,2,0.54,0.5152,0.68,0.1045,54,191,245,192.1875
6151,2011-09-18,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,44,136,180,192.21875
6152,2011-09-18,3,0,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,37,110,147,192.25
6153,2011-09-18,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,9,75,84,192.28125
6154,2011-09-18,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,10,44,54,192.3125
6155,2011-09-19,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,14,23,37,192.34375
6156,2011-09-19,3,0,9,1,0,1,1,2,0.52,0.5,0.72,0.1045,3,7,10,192.375
6157,2011-09-19,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,6,7,13,192.40625
6158,2011-09-19,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,1,4,5,192.4375
6159,2011-09-19,3,0,9,4,0,1,1,2,0.5,0.4848,0.77,0.1642,2,6,8,192.46875
