instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,94.1875,0.350543270686406
3015,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0,47,170,217,94.21875,0.5986773990842413
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,94.25,0.9974768290791182
3017,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0,42,134,176,94.28125,0.4792006625187344
3018,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,94.3125,0.4796503832142933
3019,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,94.34375,0.9975130786411734
3020,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0,79,532,611,94.375,0.5982668498326127
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,94.40625,0.35102316166311603
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,94.4375,0.9775840971520254
3023,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,94.46875,0.7053587220794098
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0,30,173,203,94.5,0.2153702091446067
3025,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,94.53125,0.9380887633116788
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,94.5625,0.7983328347079764
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,94.59375,0.07540662042574252
3028,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,94.625,0.879817576495481
3029,2011-05-11,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0,6,4,10,94.65625,0.8753283102219109
3030,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,94.6875,0.06606623231364074
3031,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,94.71875,0.8039368349037503
3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,94.75,0.9348040836553013
3033,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,94.78125,0.20621676896407495
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,94.8125,0.7119652920953671
3035,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,94.84375,0.9755697469984959
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,94.875,0.3422398755816029
3037,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,94.90625,0.6057437591249653
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,94.9375,0.9968093752225103
3039,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0,41,185,226,94.96875,0.47141304876243884
3040,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0,36,157,193,95.0,0.48739826069715936
3041,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,95.03125,0.9980978570240306
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0,48,131,179,95.0625,0.5911508865671058
3043,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0,49,240,289,95.09375,0.3592974827676259
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,95.125,0.9794094034310388
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,95.15625,0.6990568353578328
3046,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,95.1875,0.22400536327759563
3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,95.21875,0.9411180639692632
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0,32,202,234,95.25,0.792971156835909
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,95.28125,0.08422977491852737
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,95.3125,0.8839902400583786
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,95.34375,0.8710141552184172
3052,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,95.375,0.05723167295822264
3053,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,95.40625,0.8091693454823793
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,95.4375,0.9316237993621085
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0,1,5,6,95.46875,0.19754762851158944
3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,95.5,0.7181529209549197
3057,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0,9,103,112,95.53125,0.9735869868273553
3058,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,95.5625,0.3339096669371489
3059,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,95.59375,0.6127626608317472
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,95.625,0.9960638241317286
3061,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,95.65625,0.46358850110867306
3062,2011-05-12,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,95.6875,0.49510795188578716
3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,95.71875,0.9986044372237586
3064,2011-05-12,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,95.75,0.5839886082785184
3065,2011-05-12,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,95.78125,0.36754365391654015
3066,2011-05-12,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,95.8125,0.9811579757151346
3067,2011-05-12,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,95.84375,0.6927001794830668
3068,2011-05-12,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,95.875,0.23262296721518413
3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527,95.90625,0.9440736306515721
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,95.9375,0.7875473518855176
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,56,220,276,95.96875,0.09304633024338729
3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,96.0,0.8880936454516588
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,25,147,172,96.03125,0.8666317586853595
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,16,87,103,96.0625,0.048392629660863086
3075,2011-05-13,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52,96.09375,0.814338459899785
3076,2011-05-13,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20,96.125,0.9283705249427899
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11,96.15625,0.18886301075342452
3078,2011-05-13,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4,96.1875,0.7242842845362409
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5,96.21875,0.971527948831398
3080,2011-05-13,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,96.25,0.32555329740165595
3081,2011-05-13,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82,96.28125,0.6197335542932161
3082,2011-05-13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157,96.3125,0.9952402342186212
3083,2011-05-13,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,26,361,387,96.34375,0.45572763258892085
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233,96.375,0.5027788527473765
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130,96.40625,0.9990327795512117
3086,2011-05-13,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146,96.4375,0.5767805761113767
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,53,170,223,96.46875,0.37576102904535
3088,2011-05-13,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226,96.5,0.982829677008552
3089,2011-05-13,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190,96.53125,0.6862892524813691
3090,2011-05-13,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198,96.5625,0.24122234579214058
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300,96.59375,0.9469552317981997
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491,96.625,0.7820618447967915
3093,2011-05-13,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398,96.65625,0.10185559564780439
3094,2011-05-13,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,25,245,270,96.6875,0.8921274711849547
3095,2011-05-13,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22,130,152,96.71875,0.8621814639712824
3096,2011-05-13,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24,130,154,96.75,0.03954979493594992
3097,2011-05-13,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132,96.78125,0.8194437731702707
3098,2011-05-13,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31,88,119,96.8125,0.9250445152823222
3099,2011-05-14,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24,78,102,96.84375,0.1801635961051578
3100,2011-05-14,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,18,64,82,96.875,0.7303589024640963
3101,2011-05-14,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,15,37,52,96.90625,0.9693927943305077
3102,2011-05-14,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,5,30,35,96.9375,0.31717142167336904
3103,2011-05-14,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,1,4,5,96.96875,0.626655893359313
3104,2011-05-14,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7,14,97.0,0.9943386700091609
3105,2011-05-14,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11,97.03125,0.4478310590803047
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1,0,4,28,32,97.0625,0.5104103622882413
3107,2011-05-14,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0,16,72,88,97.09375,0.9993828504469635
3108,2011-05-14,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,14,86,100,97.125,0.5695273547948958
3109,2011-05-14,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,34,133,167,97.15625,0.3839489643456348
3110,2011-05-14,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72,207,279,97.1875,0.9844243763381572
3111,2011-05-14,2,0,5,12,0,6,0,3,0.52,0.5,1,0.0896,75,204,279,97.21875,0.6798245566309885
3112,2011-05-14,2,0,5,13,0,6,0,3,0.52,0.5,1,0.0896,68,180,248,97.25,0.2498028252711395
3113,2011-05-14,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57,159,216,97.28125,0.9497626416437338
3114,2011-05-14,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221,294,97.3125,0.7765150653439106
3115,2011-05-14,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,107,188,295,97.34375,0.11065688095040566
3116,2011-05-14,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,78,194,272,97.375,0.8960914012192714
3117,2011-05-14,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304,97.40625,0.8576636197443637
3118,2011-05-14,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69,179,248,97.4375,0.03070386159491875
3119,2011-05-14,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42,115,157,97.46875,0.8244848853067821
3120,2011-05-14,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15,44,59,97.5,0.9216460309642849
3121,2011-05-14,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7,19,26,97.53125,0.17145006614166194
3122,2011-05-14,2,0,5,23,0,6,0,3,0.52,0.5,1,0.194,11,33,44,97.5625,0.7363762988091148
3123,2011-05-15,2,0,5,0,0,0,0,2,0.52,0.5,1,0,5,34,39,97.59375,0.967181690608084
3124,2011-05-15,2,0,5,1,0,0,0,2,0.52,0.5,1,0.1045,4,43,47,97.625,0.3087646964488721
3125,2011-05-15,2,0,5,2,0,0,0,2,0.52,0.5,1,0.1343,13,37,50,97.65625,0.6335291356840804
3126,2011-05-15,2,0,5,3,0,0,0,2,0.52,0.5,1,0,11,21,32,97.6875,0.9933592021383885
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1,0,5,8,13,97.71875,0.4398993992573332
3128,2011-05-15,2,0,5,5,0,0,0,3,0.52,0.5,1,0.1045,3,11,14,97.75,0.5180018826008953
3129,2011-05-15,2,0,5,6,0,0,0,2,0.52,0.5,1,0.1343,3,14,17,97.78125,0.9996546224839356
3130,2011-05-15,2,0,5,7,0,0,0,2,0.52,0.5,1,0.1343,4,38,42,97.8125,0.5622295125987348
3131,2011-05-15,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,24,46,70,97.84375,0.3921068183155021
3132,2011-05-15,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,36,98,134,97.875,0.9859419487637058
3133,2011-05-15,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,73,153,226,97.90625,0.6733065984228129
3134,2011-05-15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322,97.9375,0.258363733395547
3135,2011-05-15,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367,97.96875,0.9524956402354436
3136,2011-05-15,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456,98.0,0.7709074481015734
3137,2011-05-15,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,183,254,437,98.03125,0.11944949659503686
3138,2011-05-15,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,206,253,459,98.0625,0.8999851249917472
3139,2011-05-15,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440,98.09375,0.8530785799650972
3140,2011-05-15,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,137,255,392,98.125,0.021855522691973106
3141,2011-05-15,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237,98.15625,0.829461401352244
3142,2011-05-15,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231,98.1875,0.9181753382504451
3143,2011-05-15,2,0,5,20,0,0,0,1,0.54,0.5152,0.88,0,53,138,191,98.21875,0.16272310354370514
3144,2011-05-15,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0,44,107,151,98.25,0.7423360021250772
3145,2011-05-15,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0,29,88,117,98.28125,0.964894810897936
3146,2011-05-15,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69,98.3125,0.3003337803716378
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38,98.34375,0.6403527427681533
3148,2011-05-16,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14,98.375,0.9923019073448798
3149,2011-05-16,2,0,5,2,0,1,1,1,0.5,0.4848,1,0.0896,4,9,13,98.40625,0.43193327454343
3150,2011-05-16,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1,3,4,98.4375,0.5255528189108968
3151,2011-05-16,2,0,5,4,0,1,1,1,0.5,0.4848,1,0.1343,1,5,6,98.46875,0.9998480743695468
3152,2011-05-16,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,1,20,21,98.5,0.5548876212884739
3153,2011-05-16,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104,98.53125,0.4002339518098478
3154,2011-05-16,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,27,245,272,98.5625,0.9873822753876312
3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394,98.59375,0.6667358885206877
3156,2011-05-16,2,0,5,9,0,1,1,1,0.6,0.5909,0.69,0.194,38,156,194,98.625,0.26690439944209027
3157,2011-05-16,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,37,75,112,98.65625,0.9551540134505125
3158,2011-05-16,2,0,5,11,0,1,1,1,0.64,0.6212,0.57,0,56,129,185,98.6875,0.7652394324109498
3159,2011-05-16,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,72,137,209,98.71875,0.12823275370478723
3160,2011-05-16,2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0,61,153,214,98.75,0.9038083374399853
3161,2011-05-16,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0,76,117,193,98.78125,0.8484267038585603
3162,2011-05-16,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0,55,110,165,98.8125,0.013005471469785595
3163,2011-05-16,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,45,181,226,98.84375,0.8343729314105054
3164,2011-05-16,2,0,5,17,0,1,1,1,0.58,0.5455,0.88,0.2239,47,227,274,98.875,0.9146327090598961
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,55,398,453,98.90625,0.15398339204446507
3166,2011-05-16,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,36,272,308,98.9375,0.7482375454858516
3167,2011-05-16,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0,31,167,198,98.96875,0.9625323343707105
3168,2011-05-16,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0,28,149,177,99.0,0.29187933398042465
3169,2011-05-16,2,0,5,22,0,1,1,1,0.56,0.5303,0.88,0.0896,22,105,127,99.03125,0.6471261800009499
3170,2011-05-16,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,18,39,57,99.0625,0.9911668684647328
3171,2011-05-17,2,0,5,0,0,2,1,2,0.56,0.5303,0.88,0,13,18,31,99.09375,0.42393330906224663
3172,2011-05-17,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0,7,6,13,99.125,0.5330625796234476
3173,2011-05-17,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0,4,4,8,99.15625,0.9999631909473818
3174,2011-05-17,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4,99.1875,0.5475022560808189
3175,2011-05-17,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2,2,4,99.21875,0.4083297280904314
3176,2011-05-17,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,0,22,22,99.25,0.9887452433643601
3177,2011-05-17,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,0,49,49,99.28125,0.6601129417214061
3178,2011-05-17,2,0,5,7,0,2,1,2,0.52,0.5,0.94,0.2537,13,138,151,99.3125,0.27542415427340683
3179,2011-05-17,2,0,5,8,0,2,1,2,0.52,0.5,0.94,0.2985,22,325,347,99.34375,0.957737553012814
3180,2011-05-17,2,0,5,9,0,2,1,2,0.54,0.5152,0.88,0.2537,17,190,207,99.375,0.7595114623452593
3181,2011-05-17,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,31,73,104,99.40625,0.13700596413596117
3182,2011-05-17,2,0,5,11,0,2,1,2,0.56,0.5303,0.83,0.4179,26,104,130,99.4375,0.9075607390259544
3183,2011-05-17,2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,38,115,153,99.46875,0.843708355886271
3184,2011-05-17,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,31,141,172,99.5,0.004154401305184253
3185,2011-05-17,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184,99.53125,0.8392190906768857
3186,2011-05-17,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478,79,131,210,99.5625,0.9110184209477539
3187,2011-05-17,2,0,5,16,0,2,1,1,0.62,0.6061,0.61,0.3284,73,217,290,99.59375,0.1452316163759602
3188,2011-05-17,2,0,5,17,0,2,1,1,0.62,0.6061,0.65,0.4179,83,521,604,99.625,0.7540804665219771
3189,2011-05-17,2,0,5,18,0,2,1,1,0.6,0.5909,0.69,0.2985,54,426,480,99.65625,0.9600944461198537
3190,2011-05-17,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537,51,298,349,99.6875,0.2834020196575257
3191,2011-05-17,2,0,5,20,0,2,1,1,0.58,0.5455,0.83,0.4179,30,253,283,99.71875,0.6538489167025557
3192,2011-05-17,2,0,5,21,0,2,1,1,0.54,0.5152,0.88,0.2537,23,151,174,99.75,0.9899541744250778
3193,2011-05-17,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,12,86,98,99.78125,0.41590012958876454
3194,2011-05-17,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,7,49,56,99.8125,0.5405305763697427
3195,2011-05-18,2,0,5,0,0,3,1,2,0.54,0.5152,0.88,0.2239,8,15,23,99.84375,0.9999999631983776
3196,2011-05-18,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,3,9,12,99.875,0.540073995598534
3197,2011-05-18,2,0,5,2,0,3,1,3,0.52,0.5,0.94,0.2239,1,5,6,99.90625,0.41639351287576276
3198,2011-05-18,2,0,5,3,0,3,1,3,0.52,0.5,0.94,0.2985,6,3,9,99.9375,0.9900307459091531
3199,2011-05-18,2,0,5,4,0,3,1,3,0.52,0.5,0.94,0.2985,1,2,3,99.96875,0.6534382769143766
3200,2011-05-18,2,0,5,5,0,3,1,1,0.52,0.5,1,0.2239,0,9,9,100.0,0.2839223303904696
3201,2011-05-18,2,0,5,6,0,3,1,1,0.52,0.5,1,0.1343,2,99,101,100.03125,0.9602460565092297
3202,2011-05-18,2,0,5,7,0,3,1,1,0.54,0.5152,0.88,0.194,14,260,274,100.0625,0.7537239866749801
3203,2011-05-18,2,0,5,8,0,3,1,1,0.56,0.5303,0.88,0.2836,25,428,453,100.09375,0.14576844053199225
3204,2011-05-18,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,26,176,202,100.125,0.9112420357594565
3205,2011-05-18,2,0,5,10,0,3,1,3,0.54,0.5152,0.88,0.2836,33,73,106,100.15625,0.8389239057176321
3206,2011-05-18,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,6,17,23,100.1875,0.004696994345171586
3207,2011-05-18,2,0,5,12,0,3,1,1,0.56,0.5303,0.94,0.2985,12,42,54,100.21875,0.8439994994683236
3208,2011-05-18,2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,30,92,122,100.25,0.9073327570834105
3209,2011-05-18,2,0,5,14,0,3,1,2,0.58,0.5455,0.78,0.2836,44,94,138,100.28125,0.13646846221540307
3210,2011-05-18,2,0,5,15,0,3,1,1,0.6,0.5758,0.78,0.2537,34,133,167,100.3125,0.7598643074568878
3211,2011-05-18,2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.194,53,241,294,100.34375,0.9575813371471101
3212,2011-05-18,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565,100.375,0.27490250157687246
3213,2011-05-18,2,0,5,18,0,3,1,1,0.6,0.5909,0.73,0.2239,58,431,489,100.40625,0.6605204261653019
3214,2011-05-18,2,0,5,19,0,3,1,3,0.56,0.5303,0.88,0.1343,43,288,331,100.4375,0.9886639202371104
3215,2011-05-18,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343,24,189,213,100.46875,0.4078343655001887
3216,2011-05-18,2,0,5,21,0,3,1,1,0.52,0.5,0.88,0,11,74,85,100.5,0.5479562240530671
3217,2011-05-18,2,0,5,22,0,3,1,1,0.52,0.5,0.83,0,14,103,117,100.53125,0.9999583882415309
3218,2011-05-18,2,0,5,23,0,3,1,1,0.52,0.5,0.94,0.0896,10,49,59,100.5625,0.5326034218251082
3219,2011-05-19,2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,6,23,29,100.59375,0.424424674390796
3220,2011-05-19,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0,2,4,6,100.625,0.9912386823064712
3221,2011-05-19,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0,3,12,15,100.65625,0.6467124170409696
3222,2011-05-19,2,0,5,3,0,4,1,1,0.48,0.4697,1,0,1,3,4,100.6875,0.2923982619848835
3223,2011-05-19,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0,2,3,5,100.71875,0.9626793274055074
3224,2011-05-19,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0,2,24,26,100.75,0.7478774588326875
3225,2011-05-19,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0,17,86,103,100.78125,0.1545194963772958
3226,2011-05-19,2,0,5,7,0,4,1,2,0.5,0.4848,1,0,18,239,257,100.8125,0.9148519392211608
3227,2011-05-19,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0,34,453,487,100.84375,0.8340737282009689
3228,2011-05-19,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,40,176,216,100.875,0.013548021999121687
3229,2011-05-19,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0,35,95,130,100.90625,0.8487137832531244
3230,2011-05-19,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,53,111,164,100.9375,0.9035760062283497
3231,2011-05-19,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045,38,130,168,100.96875,0.12769461613147934
3232,2011-05-19,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,44,139,183,101.0,0.7655886151427791
3233,2011-05-19,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,43,137,180,101.03125,0.9549932043475581
3234,2011-05-19,2,0,5,15,0,4,1,1,0.56,0.5303,0.78,0.1642,63,125,188,101.0625,0.2663814456519992
3235,2011-05-19,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,55,247,302,101.09375,0.6671401856950306
